id,search_criteria,address,listingUrl,price,beds,baths,area,coord,zestimate,priceReduction,brokerName,crawl_url_result,days_on_market,page_views,listing_agent,year_built,hoa_fees,property_tax,school_ratings,neighborhood_desc
116,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"2206 Nolita, Irvine, CA 92612",https://www.zillow.com/homedetails/2206-Nolita-Irvine-CA-92612/325860048_zpid/,"$890,000 ",2,2,1079,"33.67802,-117.84773",884700,-,GRACE & GLORY REAL ESTATE GROUP,,,,,,,,,
117,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"6 Havenwood #3, Irvine, CA 92614",https://www.zillow.com/homedetails/6-Havenwood-3-Irvine-CA-92614/25738825_zpid/,"$950,000 ",2,2,1130,"33.676582,-117.810844",969900,-,Coldwell Banker Realty,,,,,,,,,
118,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"25 Havenwood #75, Irvine, CA 92614",https://www.zillow.com/homedetails/25-Havenwood-75-Irvine-CA-92614/25738897_zpid/,"$1,250,000 ",3,3,1570,"33.67616,-117.81102",1286600,-,Hanu Reddy Realty,,,,,,,,,
119,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"33 Bianco, Irvine, CA 92618",https://www.zillow.com/homedetails/33-Bianco-Irvine-CA-92618/118265621_zpid/,"$1,638,888 ",3,3,1713,"33.647205,-117.76025",-,-,Morrigan Properties Inc.,,,,,,,,,
120,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"19 Tanglewood Dr, Irvine, CA 92604",https://www.zillow.com/homedetails/19-Tanglewood-Dr-Irvine-CA-92604/25488444_zpid/,"$1,050,000 ",2,2,1250,"33.6852,-117.804855",-,-,Real Broker,,,,,,,,,
121,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"75 Highland Vw #46, Irvine, CA 92603",https://www.zillow.com/homedetails/75-Highland-Vw-46-Irvine-CA-92603/25723515_zpid/,"$1,274,000 ",3,2,1523,"33.640533,-117.80393",-,"$25,000 (Sep 11)",Re/Max Premier Realty,,,,,,,,,
122,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"25 Misty Mdws #18, Irvine, CA 92612",https://www.zillow.com/homedetails/25-Misty-Mdws-18-Irvine-CA-92612/25720833_zpid/,"$1,750,000 ",3,3,2091,"33.65625,-117.81579",-,-,Berkshire Hathaway HomeService,,,,,,,,,
123,https://www.zillow.com/irvine-ca/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22north%22%3A33.809367682982085%2C%22south%22%3A33.56454701444131%2C%22east%22%3A-117.60636717333985%2C%22west%22%3A-117.94213682666016%7D%2C%22usersSearchTerm%22%3A%22Irvine%20CA%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A52650%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A12%7D,"32 Greenfield, Irvine, CA 92614",https://www.zillow.com/homedetails/32-Greenfield-Irvine-CA-92614/2089361165_zpid/,"$750,000 ",2,2,1022,"33.67797,-117.81187",747800,-,Coldwell Banker Realty,,,,,,,,,
124,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"2207 21st Ave, San Francisco, CA 94116",https://www.zillow.com/homedetails/2207-21st-Ave-San-Francisco-CA-94116/15119618_zpid/,"$1,380,000 ",5,4,1708,"37.74646,-122.47831",-,-,-,"{""days_on_market"":""29 days"",""page_views"":""4575"",""listing_agent"":""Annie Youn 01771631, Hyunsook Kim 02121360, New Star Realty Silicon Valley"",""year_built"":""1941"",""hoa_fees"":""$0"",""property_tax"":""$12,703"",""school_ratings"":""6/10, 6/10, 7/10"",""neighborhood_desc"":""The area is close to excellent schools, parks, sports centers, the renowned Stonestown Galleria, SF State University, grocery stores, restaurants, Taraval Muni, major freeways, and more.""}",29,4575,"Annie Youn 01771631, Hyunsook Kim 02121360, New Star Realty Silicon Valley",1941,0,12703,"6, 6, 7","The area is close to excellent schools, parks, sports centers, the renowned Stonestown Galleria, SF State University, grocery stores, restaurants, Taraval Muni, major freeways, and more."
125,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"129 Shawnee Ave, San Francisco, CA 94112",https://www.zillow.com/homedetails/129-Shawnee-Ave-San-Francisco-CA-94112/15191069_zpid/,"$1,495,000 ",3,3,2185,"37.7183,-122.446884",1707900,-,KW Advisors,"{""days_on_market"":""1 day"",""page_views"":""485"",""listing_agent"":""Matthew Hendry DRE #02072315, KW Advisors 415-483-9285"",""year_built"":""1938"",""hoa_fees"":""$0"",""property_tax"":""$22,388"",""school_ratings"":""3/10, 5/10, 7/10"",""neighborhood_desc"":""Cozy fireplace, Gourmet kitchen, Serene retreat, Spa-like bathroom, Panoramic city views, Beautiful backyard, Private deck""}",1,485,"Matthew Hendry DRE #02072315, KW Advisors 415-483-9285",1938,0,22388,"3, 5, 7","Cozy fireplace, Gourmet kitchen, Serene retreat, Spa-like bathroom, Panoramic city views, Beautiful backyard, Private deck"
126,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"54 Staples Ave, San Francisco, CA 94131",https://www.zillow.com/homedetails/54-Staples-Ave-San-Francisco-CA-94131/15139825_zpid/,"$1,095,000 ",3,1,1222,"37.729343,-122.443275",1132200,-,Vantage Realty,"{""days_on_market"":""34"",""page_views"":""2049"",""listing_agent"":""Kathleen DiGrande DRE #01968116, Vantage Realty"",""year_built"":""1915"",""hoa_fees"":""--"",""property_tax"":""$13,132"",""school_ratings"":""Sunnyside Elementary School: 7/10, Denman (James) Middle School: 5/10, Balboa High School: 7/10"",""neighborhood_desc"":""Bordering Glen Park, 54 Staples has conveniences close at hand, from gourmet grocers to family-run diners and cafes.""}",34,2049,"Kathleen DiGrande DRE #01968116, Vantage Realty",1915,-,13132,"7, 5, 7","Bordering Glen Park, 54 Staples has conveniences close at hand, from gourmet grocers to family-run diners and cafes."
127,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"340 Colon Ave, San Francisco, CA 94127",https://www.zillow.com/homedetails/340-Colon-Ave-San-Francisco-CA-94127/15138295_zpid/,"$2,295,000 ",4,3,3021,"37.731956,-122.45648",2541600,-,Compass,"{""days_on_market"":""4"",""page_views"":""897"",""listing_agent"":""Becky Layton DRE #01395866"",""year_built"":""1925"",""hoa_fees"":""$25/mo"",""property_tax"":""$11,095"",""school_ratings"":""7/10, 5/10, 5/10"",""neighborhood_desc"":""-""}",4,897,Becky Layton DRE #01395866,1925,25,11095,"7, 5, 5",-
128,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"240 Darien Way, San Francisco, CA 94127",https://www.zillow.com/homedetails/240-Darien-Way-San-Francisco-CA-94127/15141544_zpid/,"$3,290,000 ",4,4,2856,"37.731735,-122.46902",3280400,-,KW Advisors,"{""days_on_market"":""33"",""page_views"":""2136"",""listing_agent"":""Burton Louie DRE #01231888, KW Advisors"",""year_built"":""1925"",""hoa_fees"":""$43/mo"",""property_tax"":""$1,676"",""school_ratings"":""8/10, 6/10, 10/10"",""neighborhood_desc"":""Balboa Terrace neighborhood, fully remodeled, modern living, bright and airy, gourmet kitchen, luxurious primary bedroom, entertainment space, new windows, natural light.""}",33,2136,"Burton Louie DRE #01231888, KW Advisors",1925,43,1676,"8, 6, 10","Balboa Terrace neighborhood, fully remodeled, modern living, bright and airy, gourmet kitchen, luxurious primary bedroom, entertainment space, new windows, natural light."
129,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"2369 24th Ave, San Francisco, CA 94116",https://www.zillow.com/homedetails/2369-24th-Ave-San-Francisco-CA-94116/79844537_zpid/,"$899,000 ",2,1,1032,"37.743423,-122.48142",-,-,Berkshire Hathaway-Franciscan,"{""days_on_market"":""12 days"",""page_views"":""2004"",""listing_agent"":""Edward F. Milestone DRE #01320588"",""year_built"":""1912"",""hoa_fees"":""$200/mo"",""property_tax"":""$13,267"",""school_ratings"":""6/10, 6/10, 7/10"",""neighborhood_desc"":""Majestic pacific ocean views, shared large oversized backyard, open concept living, bamboo floors, stainless steel appliances.""}",12,2004,Edward F. Milestone DRE #01320588,1912,200,13267,"6, 6, 7","Majestic pacific ocean views, shared large oversized backyard, open concept living, bamboo floors, stainless steel appliances."
130,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"225 San Fernando Way, San Francisco, CA 94127",https://www.zillow.com/homedetails/225-San-Fernando-Way-San-Francisco-CA-94127/15141503_zpid/,"$1,850,000 ",3,2,2050,"37.732708,-122.4694",2067500,-,Compass,"{""days_on_market"":""4 days"",""page_views"":""1,495"",""listing_agent"":""Dennis R. Otto DRE #01376767, Compass"",""year_built"":""1923"",""hoa_fees"":""$33/mo"",""property_tax"":""$13,839"",""school_ratings"":""Sloat (Commodore) Elementary School: 8/10, Aptos Middle School: 6/10, Lowell High School: 10/10"",""neighborhood_desc"":""On a quiet street in desirable Balboa Terrace, this exquisite home exudes warmth, charm, and comfort. Set back across the verdant lawn, inviting brick steps welcome you to the front door and the entry foyer.""}",4,1495,"Dennis R. Otto DRE #01376767, Compass",1923,33,13839,"8, 6, 10","On a quiet street in desirable Balboa Terrace, this exquisite home exudes warmth, charm, and comfort. Set back across the verdant lawn, inviting brick steps welcome you to the front door and the entry foyer."
131,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"333 Congo St, San Francisco, CA 94131",https://www.zillow.com/homedetails/333-Congo-St-San-Francisco-CA-94131/15138607_zpid/,"$1,395,000 ",3,2,1559,"37.732018,-122.4423",1523700,-,Legacy Real Estate,"{""days_on_market"":""14 days"",""page_views"":""1650"",""listing_agent"":""Jennifer C. Burden DRE #01407698, Legacy Real Estate"",""year_built"":""1927"",""hoa_fees"":""$--"",""property_tax"":""$4,772"",""school_ratings"":""7/10, 5/10, 7/10"",""neighborhood_desc"":""Welcome to 333 Congo St, a captivating 1920s single-family home in San Francisco's Sunnyside area. Built in 1927, this exquisite residence features original oak floors, elegant moldings, sweeping city views, and over 1,559 sqft of living space on a generous 2,616 sqft lot. Enter through a secure front gate to a charming entry area. The bright living room, with five bay windows and extensive views, centers around a fireplace. The living area flows into a formal dining space and a chef's kitchen, equipped with an original Wedgewood gas stove, double stainless sink, and southern-facing windows perfect for cooking and entertaining. Two bedrooms with ample closets, an updated bathroom, and a versatile sunroom/office that opens to a landscaped garden complete the main level. Upstairs, the primary bedroom boasts a walk-in closet, en suite bathroom, and private deck overlooking a tiered garden. The lower level offers a spacious garage with a washer, dryer, sink, plus abundant storage. Outside, a private tiered oasis perfect for relaxing or gardening. Live just 4 blocks from BART, walking distance to Glen Park Canyon, shops, restaurants, Safeway, and easy freeway access.""}",14,1650,"Jennifer C. Burden DRE #01407698, Legacy Real Estate",1927,-,4772,"7, 5, 7","Welcome to 333 Congo St, a captivating 1920s single-family home in San Francisco's Sunnyside area. Built in 1927, this exquisite residence features original oak floors, elegant moldings, sweeping city views, and over 1,559 sqft of living space on a generous 2,616 sqft lot. Enter through a secure front gate to a charming entry area. The bright living room, with five bay windows and extensive views, centers around a fireplace. The living area flows into a formal dining space and a chef's kitchen, equipped with an original Wedgewood gas stove, double stainless sink, and southern-facing windows perfect for cooking and entertaining. Two bedrooms with ample closets, an updated bathroom, and a versatile sunroom/office that opens to a landscaped garden complete the main level. Upstairs, the primary bedroom boasts a walk-in closet, en suite bathroom, and private deck overlooking a tiered garden. The lower level offers a spacious garage with a washer, dryer, sink, plus abundant storage. Outside, a private tiered oasis perfect for relaxing or gardening. Live just 4 blocks from BART, walking distance to Glen Park Canyon, shops, restaurants, Safeway, and easy freeway access."
132,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"2595 14th Ave, San Francisco, CA 94127",https://www.zillow.com/homedetails/2595-14th-Ave-San-Francisco-CA-94127/15123016_zpid/,"$2,295,000 ",5,4,3185,"37.739693,-122.470276",-,-,Compass,"{""days_on_market"":""12 days"",""page_views"":""1,471"",""listing_agent"":""Bradley W. Joe DRE #01956822"",""year_built"":""1927"",""hoa_fees"":""-"",""property_tax"":""$5,959"",""school_ratings"":""8/10, 7/10, 7/10"",""neighborhood_desc"":""Welcome to 2595 14th Avenue, a remarkable residence in West Portal featuring 5 bedrooms, 4 bathrooms, and an impressive nearly 3,200 square feet of living space, situated on a generous corner lot.""}",12,1471,Bradley W. Joe DRE #01956822,1927,-,5959,"8, 7, 7","Welcome to 2595 14th Avenue, a remarkable residence in West Portal featuring 5 bedrooms, 4 bathrooms, and an impressive nearly 3,200 square feet of living space, situated on a generous corner lot."
133,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"75 Wawona St, San Francisco, CA 94127",https://www.zillow.com/homedetails/75-Wawona-St-San-Francisco-CA-94127/15133846_zpid/,"$1,495,000 ",3,2,2065,"37.741848,-122.46623",1597300,-,Park North Real Estate,"{""days_on_market"":""14 days"",""page_views"":""4,389"",""listing_agent"":""Kevin Birmingham DRE #01250523"",""year_built"":""1925"",""hoa_fees"":""$--"",""property_tax"":""$4,247"",""school_ratings"":""8/10, 7/10, 7/10"",""neighborhood_desc"":""Classic Marina Style home at an exceptional West Portal location. This fully detached residence has three-beds and two-baths with classic details throughout. Lower level has a full garage and unwarranted living space. The living room has coved ceilings an a wood burning fireplace. The formal dining room opens to a large kitchen with breakfast area alcove. Situated on a large lot with low maintenance landscaping. Ideally located less than 2 blocks from the shops and eateries of West Portal.""}",14,4389,Kevin Birmingham DRE #01250523,1925,-,4247,"8, 7, 7",Classic Marina Style home at an exceptional West Portal location. This fully detached residence has three-beds and two-baths with classic details throughout. Lower level has a full garage and unwarranted living space. The living room has coved ceilings an a wood burning fireplace. The formal dining room opens to a large kitchen with breakfast area alcove. Situated on a large lot with low maintenance landscaping. Ideally located less than 2 blocks from the shops and eateries of West Portal.
134,https://www.zillow.com/homes/for_sale/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-122.4815063520937%2C%22east%22%3A-122.43953514542866%2C%22south%22%3A37.71793369015575%2C%22north%22%3A37.74702091123672%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22beds%22%3A%7B%22min%22%3A2%2C%22max%22%3Anull%7D%2C%22baths%22%3A%7B%22min%22%3A1%2C%22max%22%3Anull%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A15%2C%22usersSearchTerm%22%3A%22%22%7D,"246 Mangels Ave, San Francisco, CA 94131",https://www.zillow.com/homedetails/246-Mangels-Ave-San-Francisco-CA-94131/15137766_zpid/,"$1,159,000 ",3,2,1575,"37.73331,-122.44314",1305300,-,Compass,"{""days_on_market"":""5 days"",""page_views"":""1,840"",""listing_agent"":""Darin J. Holwitz DRE #01412953"",""year_built"":""1957"",""hoa_fees"":""$--"",""property_tax"":""$7,604"",""school_ratings"":""7/10, 5/10, 7/10"",""neighborhood_desc"":""Conveniently located Sunnyside single family home affords privacy, plentiful light and dramatic panoramic views of the San Bruno mountains and East Bay.""}",5,1840,Darin J. Holwitz DRE #01412953,1957,-,7604,"7, 5, 7","Conveniently located Sunnyside single family home affords privacy, plentiful light and dramatic panoramic views of the San Bruno mountains and East Bay."
